Facility ID,Property type,Rating snapshot date,Original Loan Amount,Principal Repayment Type,Current Loan Balance,Interest rate,Property value,Net operating income,Contractual term,Months to maturity,Annual tenant turnover,Region,Property Class,Default flag
ABC1000038,Retail space,2020-01-01,11225156.72,Fully amortizing,6548008.09,0.0576,15590495.45,1814733.67,60,35,0.51,South,,0
ABC1000039,Retail space,2018-01-01,15338470.24,Partially amortizing,11299339.75,0.0695,21603479.22,1775805.99,120,41,0.12,Northeast,,0
ABC1000040,Office building,2016-01-01,35961382.86,Fully amortizing,11987127.62,0.07440000000000001,49262168.3,3812891.83,180,60,0.01,Northeast,Class B,0
ABC1000041,Office building,2019-01-01,1568922.76,Partially amortizing,1260367.95,0.0738,2149209.26,142062.73,120,61,0.06,Northeast,Class B,0
ABC1000042,Office building,2019-01-01,3628302.83,Fully amortizing,1602500.42,0.073,4535378.53,290264.23,120,53,0.37,Northeast,Class B,0
ABC1000043,Retail space,2019-01-01,12958266.63,Partially amortizing,8984398.2,0.07769999999999999,19340696.46,1226200.16,120,28,0.03,South,,0
ABC1000044,Office building,2020-01-01,5768234.78,Fully amortizing,2787980.15,0.0583,11310264.28,1042806.37,60,29,0.1,South,Class B,0
ABC1000045,Office building,2021-01-01,4964894.81,Partially amortizing,4187061.29,0.0767,7195499.73,521673.73,120,73,0.17,South,Class A,0
ABC1000046,Retail space,2020-01-01,1162845.95,Partially amortizing,779106.79,0.0806,1661208.5,128743.66,120,21,0.1,South,,0
ABC1000047,Multifamily residential,2019-01-01,7488601.88,Partially amortizing,7313867.84,0.0653,9479242.89,874934.12,60,53,0.06,South,,0
ABC1000048,Retail space,2019-01-01,9084128.64,Partially amortizing,9023567.78,0.0748,15396828.21,1202492.28,120,118,0.01,West,,0
ABC1000049,Retail space,2022-01-01,2307475.33,Partially amortizing,2269017.41,0.0554,3443993.03,329590.13,60,55,0.14,Northeast,,0
ABC1000050,Office building,2020-01-01,252594.67,Fully amortizing,29469.38,0.058600000000000006,355767.14,33691.15,60,7,0.24,West,Class A,0
ABC1000051,Multifamily residential,2023-01-01,1787893.31,Fully amortizing,774753.77,0.0676,2793583.3,248349.56,60,26,0.13,Northeast,,0
ABC1000052,Multifamily residential,2017-01-01,7583072.57,Fully amortizing,5813688.97,0.061,12036623.13,576554.25,60,46,0.35,South,,0
ABC1000053,Multifamily residential,2017-01-01,3395489.38,Fully amortizing,2263659.59,0.0684,6287943.31,513724.97,120,80,0.02,Northeast,,0
ABC1000054,Multifamily residential,2019-01-01,785091.02,Partially amortizing,583584.32,0.0757,1137813.07,85108.42,120,43,0.05,South,,0
ABC1000055,Multifamily residential,2018-01-01,829899.67,Partially amortizing,500706.13,0.0708,1077791.78,84067.76,120,1,0.36,Midwest,,0
ABC1000056,Retail space,2019-01-01,5483579.34,Partially amortizing,4459977.87,0.063,8064087.27,666900.02,60,4,0.13,South,,0
ABC1000057,Retail space,2018-01-01,1650988.09,Partially amortizing,1524412.34,0.0611,2261627.52,156956.95,60,37,0.09,Northeast,,1
ABC1000058,Multifamily residential,2021-01-01,1224929.1,Partially amortizing,1143267.16,0.0762,1944331.91,132020.14,120,100,0.27,South,,0
ABC1000059,Retail space,2022-01-01,10009338.57,Fully amortizing,8007470.86,0.056100000000000004,13901859.13,1224753.79,60,48,0.02,South,,0
ABC1000060,Office building,2018-01-01,1979597.0,Fully amortizing,1451704.46,0.0674,3472977.19,328543.64,120,88,0.27,South,Class A,0
ABC1000061,Multifamily residential,2016-01-01,3261214.25,Fully amortizing,163060.71,0.07769999999999999,4658877.51,379698.52,60,3,0.36,Northeast,,0
ABC1000062,Retail space,2021-01-01,8162800.77,Partially amortizing,6938380.66,0.069,13835255.55,1566150.93,120,75,0.1,Northeast,,0
ABC1000063,Office building,2023-01-01,2319520.81,Fully amortizing,1159760.41,0.058600000000000006,3134487.58,241982.44,120,60,0.07,South,Class A,0
ABC1000064,Retail space,2019-01-01,2059015.29,Partially amortizing,1654075.62,0.0584,2480741.31,168194.26,60,1,0.13,Midwest,,0
ABC1000065,Multifamily residential,2016-01-01,1279749.3,Partially amortizing,1028065.27,0.0774,2031348.09,217963.65,120,61,0.15,Northeast,,0
ABC1000066,Multifamily residential,2021-01-01,26495064.08,Partially amortizing,22255853.83,0.07339999999999999,36798700.11,2156403.83,120,72,0.07,Northeast,,0
ABC1000067,Multifamily residential,2015-01-01,1661551.94,Partially amortizing,1595089.86,0.07519999999999999,2769253.24,229571.09,60,48,0.03,South,,0
ABC1000068,Retail space,2020-01-01,18684160.81,Partially amortizing,17127147.41,0.0546,25950223.35,2558692.02,60,35,0.44,South,,1
ABC1000069,Multifamily residential,2017-01-01,656303.92,Partially amortizing,494415.62,0.0711,1075908.06,91129.41,120,46,0.14,Northeast,,0
ABC1000070,Multifamily residential,2016-01-01,9695564.52,Fully amortizing,7837247.99,0.0751,13281595.24,743769.33,120,97,0.05,South,,0
ABC1000071,Retail space,2021-01-01,10729293.5,Partially amortizing,7081333.71,0.07629999999999999,16506605.39,546368.64,180,78,0.3,Northeast,,0
ABC1000072,Retail space,2020-01-01,19664991.51,Fully amortizing,19337241.65,0.0528,25874988.82,1557674.33,60,59,0.26,Northeast,,0
ABC1000073,Multifamily residential,2020-01-01,5886520.58,Partially amortizing,4277538.29,0.0764,8409315.12,241347.34,120,38,0.1,Northeast,,0
ABC1000074,Multifamily residential,2019-01-01,1218722.86,Partially amortizing,1019664.79,0.07730000000000001,1818989.34,193904.26,120,71,0.01,Midwest,,0
ABC1000075,Retail space,2018-01-01,868678.73,Fully amortizing,854200.75,0.0547,1223491.17,62520.4,60,59,0.04,South,,1
ABC1000076,Multifamily residential,2021-01-01,10642838.77,Partially amortizing,10465458.13,0.048600000000000004,14003735.23,547546.05,60,55,0.32,Northeast,,1
ABC1000077,Retail space,2022-01-01,1443882.58,Partially amortizing,1289868.43,0.0621,2673856.62,215780.23,60,28,0.05,Midwest,,0
ABC1000078,Office building,2021-01-01,8849274.89,Fully amortizing,958671.45,0.0737,14273024.01,353971.0,120,13,0.15,Northeast,Class B,0
ABC1000079,Multifamily residential,2020-01-01,5185726.17,Fully amortizing,2247148.01,0.0555,8789366.39,618771.39,60,26,0.12,South,,0
ABC1000080,Multifamily residential,2016-01-01,11584284.94,Partially amortizing,11120913.55,0.0747,17035713.15,1693349.89,180,168,0.4,Northeast,,0
ABC1000081,Retail space,2018-01-01,60731773.27,Partially amortizing,57897623.86,0.0712,88017062.72,5633092.01,120,106,0.15,Northeast,,0
ABC1000082,Multifamily residential,2017-01-01,3229827.37,Fully amortizing,1991726.88,0.06,4968965.18,320001.36,60,37,0.01,South,,0
ABC1000083,Multifamily residential,2019-01-01,1149758.61,Partially amortizing,954299.64,0.06480000000000001,1690821.48,63405.81,60,9,0.06,Midwest,,1
ABC1000084,Office building,2017-01-01,1340632.54,Fully amortizing,1228913.16,0.0742,2031261.42,84094.22,180,165,0.12,Midwest,Class B,0
ABC1000085,Office building,2022-01-01,997219.62,Partially amortizing,731294.38,0.0658,1488387.49,163424.95,120,40,0.09,Midwest,Class A,0
ABC1000086,Retail space,2022-01-01,1807463.22,Partially amortizing,1470070.09,0.0659,2378241.08,163385.16,120,64,0.01,Midwest,,0
ABC1000087,Office building,2016-01-01,7129462.94,Partially amortizing,6297692.26,0.07150000000000001,10184947.05,661003.06,120,85,0.15,Northeast,Class B,0
ABC1000088,Multifamily residential,2016-01-01,2641186.82,Partially amortizing,2605971.0,0.0757,3521582.43,344058.6,60,56,0.02,Northeast,,0
ABC1000089,Retail space,2019-01-01,15844457.49,Partially amortizing,12305861.98,0.07730000000000001,21411429.04,2389515.48,120,53,0.11,Midwest,,0
ABC1000090,Office building,2021-01-01,6104763.56,Fully amortizing,101746.06,0.057800000000000004,8362689.8,641418.31,60,1,0.29,Northeast,Class A,0
ABC1000091,Retail space,2016-01-01,659736.91,Partially amortizing,655338.67,0.0698,999601.38,58076.84,60,58,0.08,Midwest,,0
ABC1000092,Office building,2016-01-01,14726558.53,Partially amortizing,9424997.46,0.0723,23375489.73,1395516.74,120,12,0.27,South,Class A,0
ABC1000093,Retail space,2017-01-01,862754.99,Partially amortizing,741969.3,0.0667,1487508.61,155444.65,60,18,0.15,West,,0
ABC1000094,Office building,2019-01-01,16361790.36,Partially amortizing,13634825.3,0.0675,20711127.04,1068694.16,180,130,0.1,Northeast,Class B,0
ABC1000095,Retail space,2017-01-01,933753.35,Fully amortizing,62250.22,0.0633,1482148.17,92041.4,60,4,0.09,South,,0
ABC1000096,Multifamily residential,2022-01-01,1530515.96,Partially amortizing,1510109.08,0.0613,2218139.07,180778.33,60,56,0.04,Northeast,,0
ABC1000097,Retail space,2016-01-01,24539783.43,Fully amortizing,2658476.54,0.07429999999999999,28870333.45,3216155.15,120,13,0.11,Northeast,,0
ABC1000098,Multifamily residential,2020-01-01,14264906.24,Partially amortizing,11839872.18,0.08199999999999999,18769613.48,1373935.71,120,69,0.14,Midwest,,0
ABC1000099,Multifamily residential,2017-01-01,7096019.59,Partially amortizing,6551991.42,0.0676,11263523.15,995695.45,60,37,0.3,Northeast,,0
ABC1000100,Office building,2015-01-01,13632473.64,Partially amortizing,13541590.49,0.0669,20346975.59,1664382.6,120,118,0.11,Northeast,Class B,0
ABC1000101,Office building,2021-01-01,4930288.1,Partially amortizing,4240047.77,0.049400000000000006,7470133.49,386205.9,60,18,0.23,Northeast,Class C,0
ABC1000102,Multifamily residential,2017-01-01,2791692.88,Partially amortizing,1768072.16,0.0713,3489616.1,271841.09,120,10,0.38,Northeast,,0
ABC1000103,Retail space,2022-01-01,2203558.39,Partially amortizing,2181522.81,0.0674,3288893.13,204898.04,120,117,0.14,Midwest,,0
ABC1000104,Office building,2017-01-01,509570.35,Fully amortizing,501077.51,0.0653,717704.72,27488.09,60,59,0.29,Northeast,Class C,1
ABC1000105,Office building,2022-01-01,6358976.09,Partially amortizing,4938804.76,0.0636,9491009.08,244868.03,120,53,0.38,Northeast,Class C,0
ABC1000106,Multifamily residential,2017-01-01,14089674.96,Partially amortizing,11365671.13,0.0611,16576088.18,822173.97,60,2,0.07,South,,0
ABC1000107,Retail space,2016-01-01,5406668.94,Partially amortizing,4992157.65,0.0689,7835752.09,716971.32,120,97,0.05,Northeast,,0
ABC1000108,Multifamily residential,2017-01-01,998076.94,Fully amortizing,914903.86,0.0736,1512237.79,120374.13,120,110,0.03,Northeast,,0
ABC1000109,Multifamily residential,2018-01-01,3452382.48,Partially amortizing,2623810.68,0.0679,5659643.41,448243.76,180,108,0.31,South,,0
ABC1000110,Multifamily residential,2018-01-01,7358615.79,Partially amortizing,6794455.25,0.0675,10664660.57,871302.77,120,97,0.13,South,,0
ABC1000111,Retail space,2020-01-01,2005682.22,Partially amortizing,1965568.58,0.0582,3133878.47,260111.91,60,54,0.53,Midwest,,0
ABC1000112,Multifamily residential,2020-01-01,13947549.01,Fully amortizing,8833447.7,0.053099999999999994,19371595.84,1621402.57,60,38,0.38,Northeast,,0
ABC1000113,Office building,2021-01-01,3211255.16,Partially amortizing,2975763.11,0.0679,4865538.12,142560.27,120,98,0.21,Northeast,Class B,0
ABC1000114,Office building,2019-01-01,12054291.83,Partially amortizing,9924700.27,0.0647,16289583.55,900813.97,60,7,0.13,South,Class C,0
ABC1000115,Retail space,2021-01-01,2038296.7,Partially amortizing,1915998.89,0.0579,2516415.67,172374.47,60,42,0.24,South,,0
ABC1000116,Office building,2017-01-01,4120537.54,Partially amortizing,3859570.16,0.0674,5087083.39,322521.09,120,101,0.28,Northeast,Class A,0
ABC1000117,Retail space,2019-01-01,43001205.49,Partially amortizing,37697723.48,0.0579,55129750.63,4007932.87,60,23,0.11,West,,0
ABC1000118,Multifamily residential,2021-01-01,1515651.34,Fully amortizing,303130.27,0.056799999999999996,2331771.29,135709.09,60,12,0.1,South,,0
ABC1000119,Retail space,2018-01-01,798067.01,Fully amortizing,292624.57,0.0567,1375977.6,141037.7,60,22,0.14,Midwest,,0
ABC1000120,Multifamily residential,2017-01-01,7082373.95,Fully amortizing,4721582.63,0.0638,9836630.49,596099.81,60,40,0.1,Northeast,,0
ABC1000121,Office building,2021-01-01,6383868.58,Fully amortizing,106397.81,0.0492,10465358.33,301402.32,60,1,0.29,Midwest,Class C,0
ABC1000122,Office building,2021-01-01,11862458.19,Partially amortizing,11427501.39,0.054900000000000004,17444791.46,1161823.11,60,49,0.15,West,Class B,0
ABC1000123,Retail space,2016-01-01,1427443.27,Partially amortizing,861224.11,0.0707,2230380.11,208540.54,120,1,0.15,South,,0
ABC1000124,Multifamily residential,2021-01-01,4448928.87,Partially amortizing,3989206.22,0.0557,6542542.46,719025.42,60,29,0.15,Northeast,,0
ABC1000125,Multifamily residential,2017-01-01,5195293.77,Partially amortizing,4866258.5,0.0588,6184873.53,292544.52,60,41,0.08,South,,0
ABC1000126,Multifamily residential,2017-01-01,3042278.47,Partially amortizing,1227052.32,0.07519999999999999,4111187.12,174314.33,180,1,0.09,South,,0
ABC1000127,Office building,2016-01-01,292745.85,Partially amortizing,287866.76,0.0687,487909.76,27859.65,60,55,0.04,Northeast,Class C,0
ABC1000128,Office building,2019-01-01,3432459.17,Partially amortizing,3226511.62,0.0571,5536224.46,175498.32,60,42,0.34,Northeast,Class C,0
ABC1000129,Retail space,2018-01-01,1025572.78,Fully amortizing,119650.16,0.0542,1349437.87,138722.21,60,7,0.05,Northeast,,0
ABC1000130,Office building,2018-01-01,11288628.65,Partially amortizing,10498424.65,0.07200000000000001,17367121.0,1113232.46,120,99,0.35,Midwest,Class B,0
ABC1000131,Multifamily residential,2019-01-01,11234267.21,Partially amortizing,7601854.15,0.0809,18723778.69,1949145.36,120,23,0.32,Midwest,,0
ABC1000132,Multifamily residential,2019-01-01,8894565.39,Partially amortizing,7827217.55,0.0729,12353563.05,1030287.16,120,84,0.06,Northeast,,0
ABC1000133,Multifamily residential,2021-01-01,2991140.84,Partially amortizing,2891436.14,0.048600000000000004,4273058.34,483710.2,60,50,0.35,Midwest,,0
ABC1000134,Multifamily residential,2019-01-01,12523241.92,Fully amortizing,1356684.54,0.07629999999999999,18149625.97,1765958.61,120,13,0.37,Midwest,,0
ABC1000135,Office building,2015-01-01,7525132.78,Partially amortizing,6296027.76,0.07400000000000001,12336283.24,641486.73,60,11,0.14,Northeast,Class C,0
ABC1000136,Office building,2018-01-01,631886.7,Partially amortizing,615036.39,0.0697,1053144.51,52341.28,120,112,0.34,Midwest,Class C,0
ABC1000137,Multifamily residential,2018-01-01,11438027.91,Partially amortizing,9455436.41,0.061799999999999994,19063379.85,1568916.16,60,8,0.28,Midwest,,0
ABC1000138,Multifamily residential,2023-01-01,322504.06,Partially amortizing,274128.45,0.059699999999999996,424347.45,24102.94,120,75,0.26,South,,0
ABC1000139,Retail space,2017-01-01,7979159.36,Partially amortizing,6463119.08,0.0707,12869611.87,777324.56,120,63,0.32,South,,0
ABC1000140,Retail space,2021-01-01,6901783.09,Partially amortizing,5774491.85,0.0755,8963354.66,770848.5,120,71,0.11,Midwest,,0
ABC1000141,Multifamily residential,2023-01-01,4248611.28,Fully amortizing,2478356.58,0.0603,6341210.87,429299.98,120,70,0.05,Northeast,,0
ABC1000142,Retail space,2021-01-01,1797210.06,Partially amortizing,1563572.75,0.0525,3098638.03,308624.35,60,21,0.28,Midwest,,0
ABC1000143,Office building,2016-01-01,1639049.72,Partially amortizing,1600805.22,0.0708,2341499.59,116606.68,60,53,0.02,Midwest,Class C,0
ABC1000144,Retail space,2022-01-01,4121493.64,Partially amortizing,3297194.91,0.0664,6439833.81,586024.88,180,120,0.04,Midwest,,0
ABC1000145,Retail space,2017-01-01,18795448.66,Partially amortizing,17479767.26,0.0674,32974471.34,2186207.45,180,159,0.05,Northeast,,1
ABC1000146,Retail space,2020-01-01,6682611.76,Partially amortizing,5390640.15,0.0542,9974047.4,619388.34,60,2,0.13,South,,1
ABC1000147,Multifamily residential,2021-01-01,9263488.53,Partially amortizing,8676800.92,0.0717,11296937.23,509491.87,120,101,0.06,South,,1
ABC1000148,Office building,2022-01-01,5678572.13,Partially amortizing,4751072.01,0.0575,8603897.16,744237.1,60,11,0.11,West,Class A,0
ABC1000149,Office building,2020-01-01,15272936.62,Partially amortizing,13796552.75,0.051500000000000004,21511178.34,1585373.84,60,31,0.28,Northeast,Class B,0
ABC1000150,Retail space,2015-01-01,7548687.55,Fully amortizing,5032458.36,0.0779,13014978.53,801722.68,60,40,0.15,Northeast,,0
ABC1000151,Multifamily residential,2017-01-01,27101514.84,Fully amortizing,4742765.1,0.068,45169191.4,2344281.03,120,21,0.15,Northeast,,0
ABC1000152,Multifamily residential,2017-01-01,28239552.16,Partially amortizing,27486497.44,0.0733,42787200.25,2986546.58,120,112,0.02,Northeast,,0
ABC1000153,Retail space,2016-01-01,4355029.13,Partially amortizing,3585640.65,0.0694,5443786.41,405562.09,60,7,0.01,South,,0
ABC1000154,Retail space,2015-01-01,4910370.34,Partially amortizing,4370229.6,0.0721,7221132.85,678786.49,120,87,0.02,Midwest,,0
ABC1000155,Retail space,2022-01-01,2411114.8,Partially amortizing,1792262.0,0.0662,4086635.25,364527.86,120,43,0.09,Northeast,,0
ABC1000156,Retail space,2023-01-01,1202785.77,Partially amortizing,1054442.2,0.0644,1850439.65,175051.59,60,23,0.05,South,,0
ABC1000157,Retail space,2018-01-01,15855067.43,Partially amortizing,14850913.16,0.0553,21140089.9,2143605.12,60,41,0.14,South,,0
ABC1000158,Office building,2021-01-01,1102481.07,Fully amortizing,661488.64,0.0559,1531223.71,65995.74,60,36,0.35,Northeast,Class C,0
ABC1000159,Multifamily residential,2020-01-01,888997.0,Fully amortizing,844547.15,0.0519,1288401.44,70990.92,60,57,0.06,South,,0
ABC1000160,Office building,2021-01-01,8787789.92,Partially amortizing,8553448.85,0.0739,12377168.9,1393669.22,180,172,0.17,South,Class A,0
ABC1000161,Multifamily residential,2018-01-01,1078578.04,Partially amortizing,1049815.96,0.06849999999999999,1419181.64,93524.07,120,112,0.3,South,,0
ABC1000162,Multifamily residential,2022-01-01,2559622.98,Partially amortizing,2150083.3,0.0591,3160028.37,199713.79,60,12,0.15,Northeast,,0
ABC1000163,Multifamily residential,2016-01-01,641580.78,Partially amortizing,303681.57,0.0776,867001.05,63204.38,180,22,0.29,Northeast,,0
ABC1000164,Multifamily residential,2023-01-01,2235591.11,Partially amortizing,2220687.17,0.061,2941567.25,205909.71,120,118,0.32,Northeast,,0
ABC1000165,Multifamily residential,2016-01-01,3674287.25,Partially amortizing,2878191.68,0.0722,5484010.82,484786.56,120,55,0.09,Midwest,,0
ABC1000166,Multifamily residential,2019-01-01,10782384.02,Partially amortizing,9632263.06,0.056900000000000006,15626643.51,804772.14,60,28,0.13,South,,0
ABC1000167,Retail space,2017-01-01,2275124.2,Fully amortizing,1497790.1,0.0727,3159894.72,255319.49,120,79,0.08,Northeast,,0
ABC1000168,Office building,2019-01-01,911221.7,Partially amortizing,862623.21,0.0584,1360032.39,174084.15,60,44,0.03,Midwest,Class A,0
ABC1000169,Retail space,2021-01-01,2439034.95,Partially amortizing,1666673.88,0.0679,3752361.46,329832.57,120,25,0.29,Northeast,,0
ABC1000170,Retail space,2019-01-01,5323235.6,Fully amortizing,1951853.05,0.0584,7604622.29,809131.81,60,22,0.11,Northeast,,0
ABC1000171,Retail space,2023-01-01,2348649.4,Fully amortizing,1330901.33,0.0684,3217327.95,255455.84,60,34,0.04,Midwest,,0
ABC1000172,Retail space,2015-01-01,3334853.9,Partially amortizing,2556721.33,0.0643,4904196.92,600273.7,120,50,0.35,Northeast,,0
ABC1000173,Multifamily residential,2022-01-01,6523363.96,Partially amortizing,5958005.75,0.057699999999999994,9454150.67,824401.94,60,34,0.39,South,,0
ABC1000174,Retail space,2016-01-01,1313951.19,Partially amortizing,1073060.14,0.0727,1751934.92,176069.46,120,65,0.06,South,,0
ABC1000175,Retail space,2018-01-01,1103942.05,Partially amortizing,1008267.07,0.0696,1533252.85,150258.78,120,94,0.39,Midwest,,0
ABC1000176,Retail space,2023-01-01,910476.06,Partially amortizing,840672.89,0.059500000000000004,1543179.76,118824.84,120,97,0.15,Northeast,,0
ABC1000177,Multifamily residential,2018-01-01,2308915.24,Partially amortizing,2185773.09,0.059699999999999996,2886144.05,325845.66,60,44,0.14,Northeast,,0
ABC1000178,Office building,2020-01-01,849491.98,Partially amortizing,671098.66,0.0819,1249252.91,103937.84,120,57,0.25,South,Class B,0
ABC1000179,Retail space,2021-01-01,48861398.67,Partially amortizing,40229218.24,0.0508,63456361.91,6174304.01,60,7,0.27,Northeast,,0
ABC1000180,Multifamily residential,2020-01-01,1325643.81,Fully amortizing,1193079.43,0.055999999999999994,2325690.89,137215.76,60,54,0.07,Northeast,,0
ABC1000181,Retail space,2016-01-01,14549633.21,Fully amortizing,6789828.83,0.0735,16723716.33,2145652.8,60,28,0.02,Northeast,,0
ABC1000182,Office building,2021-01-01,7679144.24,Fully amortizing,3327629.17,0.0521,9364810.04,796008.85,60,26,0.27,South,Class A,0
ABC1000183,Multifamily residential,2020-01-01,1193768.26,Partially amortizing,1046536.84,0.060899999999999996,1550348.39,120617.1,60,23,0.28,Northeast,,0
ABC1000184,Multifamily residential,2020-01-01,3996937.19,Fully amortizing,1865237.36,0.059000000000000004,6552356.05,566778.8,60,28,0.12,Northeast,,0
ABC1000185,Retail space,2019-01-01,30281427.49,Partially amortizing,29675798.94,0.0583,49641684.4,4105367.3,60,54,0.1,Northeast,,0
ABC1000186,Multifamily residential,2023-01-01,3597326.85,Partially amortizing,3105692.18,0.0629,6917936.25,519537.01,60,19,0.31,South,,0
ABC1000187,Multifamily residential,2016-01-01,2869497.6,Partially amortizing,2544287.88,0.07629999999999999,4219849.42,278932.05,60,26,0.03,West,,0
ABC1000188,Office building,2022-01-01,4178923.82,Fully amortizing,1497447.7,0.0652,7738747.81,610587.2,120,43,0.38,South,Class A,0
ABC1000189,Retail space,2019-01-01,2382230.69,Fully amortizing,1707265.33,0.0774,3263329.71,286520.35,120,86,0.06,Northeast,,0
ABC1000190,Multifamily residential,2020-01-01,599801.63,Partially amortizing,525826.1,0.052300000000000006,833057.82,74308.76,60,23,0.04,Northeast,,0
