interest_rate,contractual_term,months_to_maturity,annual_tenant_turnover,default_flag,is_partially_amortizing,is_office,property_class_ord,ltv,dscr,loan_age_months,amortization_rate,noi_yield,near_maturity_flag,balloon_risk,property_type_office_building,property_type_retail_space,region_northeast,region_south,region_west
0.062,60,58,0.02,0,1,0,0,0.6953333329564121,2.335848820865013,2,0.006666667557528427,0.10069999984545124,0,0,0,1,1,0,0
0.0519,60,31,0.1,0,1,1,3,0.5239333274988003,3.2251966522200735,29,0.09666667594455614,0.08769999791807045,0,0,1,0,0,1,0
0.067,180,59,0.09,0,1,0,0,0.4116999997663413,1.9902915505996,121,0.40333333572177854,0.05490000307142603,0,0,0,0,1,0,0
0.068,60,34,0.15,0,1,1,3,0.675866666064806,2.4434857713143407,26,0.08666666656023192,0.112299999564781,0,0,1,0,0,1,0
0.0713,180,97,0.26,0,1,0,0,0.4557000003686347,1.9112743815926472,83,0.2766666655781276,0.06209999960505843,0,0,0,1,1,0,0
0.069,120,91,0.11,0,1,1,2,0.7497666688242757,0.7847852450756461,29,0.09666666366602006,0.04060000150705389,0,0,1,0,1,0,0
0.069,120,23,0.07,0,1,1,1,0.4872000007820299,0.38782785210168563,97,0.32333332963784345,0.013857998724253506,0,1,1,0,0,0,0
0.0739,120,117,0.08,0,1,0,0,0.5940000009997017,2.018379573065031,3,0.009999999009858151,0.0886000009161202,0,0,0,0,0,0,1
0.0725,180,101,0.1,0,0,1,3,0.38716666671606004,3.2989446083741605,79,0.43888888899364675,0.09260000060862278,0,0,1,0,1,0,0
0.0608999999999999,60,3,0.01,0,1,1,1,0.5426999996722481,1.7488426037493714,57,0.1900000001980493,0.057800000021329186,1,1,1,0,1,0,0
0.0759,120,9,0.05,0,1,0,0,0.42210000029199174,3.1119888273324037,111,0.3699999994173683,0.09969999980585931,1,1,0,0,1,0,0
0.0529,60,43,0.5,0,1,1,3,0.5565666666786463,2.808876503927531,17,0.05666666661099162,0.08270000004056423,0,0,1,0,1,0,0
0.0561,120,110,0.34,0,1,1,1,0.5316666665940756,2.1893282789403536,10,0.03333333354036683,0.06529999990289874,0,0,1,0,1,0,0
0.0705,120,27,0.15,0,1,1,1,0.5243999992593699,0.5112225632422196,93,0.3100000021117889,0.018900000380884314,0,0,1,0,1,0,0
0.0544,60,16,0.33,0,1,0,0,0.5461333340091062,2.6557024860308167,44,0.14666666572799136,0.07890000031407612,0,1,0,0,1,0,0
0.0604,60,50,0.53,0,0,1,3,0.5333333333078993,1.6701158993351397,10,0.16666666676601816,0.05380000016801698,0,0,1,0,0,0,0
0.0655,60,33,0.06,0,0,1,2,0.41800000015614,2.3923445095455653,27,0.4499999994649808,0.06550000035131495,0,0,1,0,1,0,0
0.0738,120,101,0.01,0,1,0,0,0.6650333330627249,2.0313997038697265,19,0.06333333340934388,0.09970000046951723,0,0,0,0,0,1,0
0.0629,60,7,0.05,0,1,0,0,0.5763333332753491,1.6826952066800893,53,0.17666666382661966,0.06100000091946521,1,1,0,1,0,0,0
0.054,60,40,0.15,1,1,0,0,0.5320000005426913,2.2069061443321174,20,0.06666666666666665,0.06339999977904717,0,0,0,1,1,0,0
0.0678,120,55,0.39,0,1,0,0,0.6266666666666666,0.9108454122318577,65,0.21666666666666667,0.038699999874907166,0,0,0,1,0,1,0
0.0711,120,119,0.07,0,1,0,0,0.6677666667986979,1.4511920267462137,1,0.0033333332070625277,0.06889999980980528,0,0,0,1,0,1,0
0.0567999999999999,60,41,0.14,0,1,0,0,0.5807333336105026,2.1706406678973864,19,0.06333333233079519,0.07160000061667106,0,0,0,0,0,1,0
0.0576,60,35,0.51,0,0,0,0,0.4200000000641417,4.811507934765616,25,0.4166666663697146,0.11639999997562618,0,0,0,1,0,1,0
0.0695,120,41,0.12,0,1,0,0,0.5230333334243372,2.2612971986917203,79,0.26333333290738914,0.08219999991279182,0,0,0,1,1,0,0
0.0744,180,60,0.01,0,0,1,2,0.24333333334009985,4.2752982805192286,120,0.6666666666666667,0.0774000000726724,0,0,1,0,1,0,0
0.0738,120,61,0.06,0,1,1,2,0.5864333331599363,1.5273073559133363,59,0.19666666700660274,0.06609999902941048,0,0,1,0,1,0,0
0.073,120,53,0.37,0,0,1,2,0.3533333346709651,2.4812613333150475,67,0.5583333323916626,0.06400000089959415,0,0,1,0,1,0,0
0.0776999999999999,120,28,0.03,0,1,0,0,0.46453333356331467,1.7565129560276906,92,0.3066666664197202,0.06340000022936092,0,0,0,1,0,1,0
0.0583,60,29,0.1,0,0,1,2,0.246500000440308,6.4157206123816435,31,0.5166666655686993,0.09220000029919725,0,0,1,0,0,1,0
0.0767,120,73,0.17,0,1,1,3,0.5818999995987769,1.6244048794641037,47,0.15666666661967,0.0724999999409353,0,0,1,0,0,1,0
0.0806,120,21,0.1,0,1,0,0,0.4690000021068999,2.050188628048409,99,0.32999999699014293,0.07750000075246424,0,1,0,1,0,1,0
0.0653,60,53,0.06,0,1,0,0,0.7715666667551758,1.83195610480209,7,0.023333332816993124,0.09230000013218355,0,0,0,0,0,1,0
0.0748,120,118,0.01,0,1,0,0,0.58606666625918,1.7815680440314705,2,0.006666666930863818,0.07809999979210004,0,0,0,1,0,0,1
0.0554,60,55,0.14,0,1,0,0,0.658833333933896,2.6219632774478128,5,0.01666666572768949,0.09569999913733857,0,0,0,1,1,0,0
0.0586,60,7,0.24,0,0,1,3,0.08283333868327468,19.509548566725766,53,0.8833333260753286,0.09470000517754394,1,0,1,0,0,0,1
0.0676,60,26,0.13,0,0,0,0,0.277333333858346,4.741906656577609,34,0.5666666653615926,0.0889000016573696,0,0,0,0,1,0,0
0.061,60,46,0.35,0,0,0,0,0.48299999985128717,1.6257679186427896,14,0.233333333377291,0.04790000017222438,0,0,0,0,0,1,0
0.0684,120,80,0.02,0,0,0,0,0.35999999974554475,3.3179012470723066,40,0.33333333235163887,0.08170000025016129,0,0,0,0,1,0,0
0.0757,120,43,0.05,0,1,0,0,0.5128999968333989,1.9265178356005233,77,0.25666667286552336,0.07480000207766992,0,0,0,0,0,1,0
0.0708,120,1,0.36,0,1,0,0,0.4645666624030107,2.37144638135945,119,0.3966666717676849,0.07800000107627467,1,1,0,0,0,0,0
0.063,60,4,0.13,0,1,0,0,0.5530666671468203,2.3734903875598383,56,0.1866666654266007,0.08270000034362228,1,1,0,1,0,1,0
0.0611,60,37,0.09,1,1,0,0,0.674033335073673,1.685143482124793,23,0.07666666450634418,0.06940000004952186,0,0,0,1,1,0,0
0.0762,120,100,0.27,0,1,0,0,0.5879999984159083,1.515435612642693,20,0.06666666666666676,0.06790000170289856,0,0,0,0,0,1,0
0.0561,60,48,0.02,0,0,0,0,0.5760000000805647,2.726406220112214,12,0.19999999960037318,0.08810000004654053,0,0,0,1,0,1,0
0.0674,120,88,0.27,0,0,1,3,0.41799999843937935,3.3578010210844775,32,0.2666666700343555,0.09459999937402411,0,0,1,0,0,1,0
0.0776999999999999,60,3,0.36,0,0,0,0,0.03499999938826466,29.96874500990978,57,0.9500000007665856,0.08150000062998008,1,0,0,0,1,0,0
0.069,120,75,0.1,0,1,0,0,0.5015000001210675,3.271345386982182,45,0.14999999932621155,0.11320000012576564,0,0,0,1,1,0,0
0.0586,120,60,0.07,0,0,1,3,0.3700000017227696,3.5605571102926623,60,0.4999999978443824,0.07719999962481906,0,0,1,0,0,1,0
0.0584,60,1,0.13,0,1,0,0,0.6667666690324918,1.7411771649413086,59,0.1966666648696911,0.06779999967025986,1,1,0,1,0,0,0
0.0774,120,61,0.15,0,1,0,0,0.5061000008127607,2.7391916755026307,59,0.1966666674480697,0.10729999997193981,0,0,0,0,1,0,0
0.0733999999999999,120,72,0.07,0,1,0,0,0.6048000000943511,1.3200481544428802,48,0.1599999998943199,0.0586000000965795,0,0,0,0,1,0,0
0.0751999999999999,60,48,0.03,0,1,0,0,0.575999997746685,1.913877784836739,12,0.04000000144443261,0.08289999870145498,0,0,0,0,0,1,0
0.0546,60,35,0.44,1,1,0,0,0.6599999999614646,2.736152733842279,25,0.08333333328873216,0.09859999991098342,0,0,0,1,0,1,0
0.0711,120,46,0.14,0,1,0,0,0.4595333359618107,2.5923687340960404,74,0.24666666626035094,0.08469999750722194,0,0,0,0,1,0,0
0.0751,120,97,0.05,0,0,0,0,0.5900833332427318,1.263673097161453,23,0.19166666635724672,0.05599999974099496,0,0,0,0,0,1,0
0.0762999999999999,180,78,0.3,0,1,0,0,0.428999999860056,1.0112211979819339,102,0.33999999999999997,0.033100000096385654,0,0,0,1,1,0,0
0.0528,60,59,0.26,0,0,0,0,0.7473333335337843,1.5256264724370097,1,0.01666666674294448,0.06020000011733339,0,0,0,1,1,0,0
0.0764,120,38,0.1,0,1,0,0,0.5086666665429943,0.7385080816795304,82,0.27333333301622464,0.028699999530996292,0,0,0,0,1,0,0
0.0773,120,71,0.01,0,1,0,0,0.5605666661026172,2.4600868162334053,49,0.16333333568552255,0.10659999799668975,0,0,0,0,0,0,0
0.0547,60,59,0.04,1,0,0,0,0.6981666651505135,1.338056565028065,1,0.016666668009702512,0.05110000099142522,0,0,0,1,0,1,0
0.0486,60,55,0.32,1,1,0,0,0.7473333334366391,1.0765299989432597,5,0.016666666087247206,0.03910000017902367,0,0,0,0,1,0,0
0.0621,60,28,0.05,0,1,0,0,0.48239999869551714,2.6938576209366025,32,0.10666667229962712,0.08070000028647759,0,0,0,1,0,0,0
0.0737,120,13,0.15,0,0,1,2,0.0671666669465653,5.009915501225769,107,0.8916666662617371,0.024800000318923307,0,0,1,0,1,0,0
0.0555,60,26,0.12,0,0,0,0,0.25566666700305796,4.961415093460647,34,0.5666666660881556,0.07039999956128805,0,0,0,0,0,1,0
0.0747,180,168,0.4,0,1,0,0,0.6528000003334173,2.0383822897569672,12,0.03999999934393872,0.09940000016964362,0,0,0,0,1,0,0
0.0712,120,106,0.15,0,1,0,0,0.6578000000316302,1.3664889081789469,14,0.046666666514083244,0.06399999995364535,0,0,0,1,1,0,0
0.06,60,37,0.01,0,0,0,0,0.40083333407460103,2.6777546929526803,23,0.3833333327657076,0.06440000048460795,0,0,0,0,0,1,0
0.0648,60,9,0.06,1,1,0,0,0.5643999980411889,1.0253432792054937,51,0.17000000547941108,0.037500002661428215,1,1,0,0,0,0,0
0.0742,180,165,0.12,0,0,1,2,0.6050000004430744,0.9222338240879998,15,0.0833333345765277,0.041399998627453874,0,0,1,0,0,0,0
0.0658,120,40,0.09,0,1,1,3,0.49133332879598446,3.3962545344644157,80,0.26666667468897176,0.10980000241738125,0,0,1,0,0,0,0
0.0659,120,64,0.01,0,1,0,0,0.6181333349098486,1.6865108969737297,56,0.1866666642323156,0.0686999990766285,0,0,0,1,0,0,0
0.0715,120,85,0.15,0,1,1,2,0.6183333334069714,1.4679659882202698,35,0.11666666718096452,0.06489999965193732,0,0,1,0,1,0,0
0.0757,60,56,0.02,0,1,0,0,0.7400000005111338,1.7440822407782828,4,0.013333331717897856,0.09769999903140134,0,0,0,0,1,0,0
0.0773,120,53,0.11,0,1,0,0,0.5747333331656971,2.5119923624072427,67,0.22333333357947616,0.11159999995964773,0,0,0,1,0,0,0
0.0578,60,1,0.29,0,0,1,3,0.030693333652422338,36.08991554089431,59,0.983333333224129,0.07670000027981429,1,0,1,0,1,0,0
0.0698,60,58,0.08,0,1,0,0,0.6556000052741024,1.2696434018430636,2,0.0066666574710818605,0.05809999982192901,0,0,0,1,0,0,0
0.0723,120,12,0.27,0,1,1,3,0.4032000000369618,2.047931901906381,108,0.35999999994567633,0.05970000013343036,1,1,1,0,0,1,0
0.0667,60,18,0.15,0,1,0,0,0.49880000358451704,3.1409715978156028,42,0.13999999003193242,0.10450000017142756,0,1,0,1,0,0,1
0.0675,180,130,0.1,0,1,1,2,0.6583333332689557,1.161181439858571,50,0.16666666666666663,0.05160000022866935,0,0,1,0,1,0,0
0.0633,60,4,0.09,0,0,0,0,0.04199999788145338,23.35815926309322,56,0.9333333369031555,0.062099999084437016,1,0,0,1,0,1,0
0.0613,60,56,0.04,0,1,0,0,0.6808000005157477,1.9528890788335933,4,0.013333333681799675,0.08149999810426674,0,0,0,0,1,0,0
0.0742999999999999,120,13,0.11,0,0,0,0,0.09208333338456817,16.282284742442616,107,0.8916666665953539,0.1114000001271201,0,0,0,1,1,0,0
0.0819999999999999,120,69,0.14,0,1,0,0,0.630799999830364,1.4151600018865562,51,0.16999999994391835,0.07320000017389809,0,0,0,0,0,0,0
0.0676,60,37,0.3,0,1,0,0,0.581700000323611,2.248052796310911,23,0.07666666686865786,0.08840000031428887,0,0,0,0,1,0,0
0.0669,120,118,0.11,0,1,1,2,0.6655333334481088,1.837203960310429,2,0.006666666109174324,0.08179999983968134,0,0,1,0,1,0,0
0.0494,60,18,0.23,0,1,1,1,0.5676000001440402,1.843831395885563,42,0.13999999918868844,0.051699999808169424,0,1,1,0,1,0,0
0.0713,120,10,0.38,0,1,0,0,0.5066666674308385,2.1563814501864833,110,0.3666666657114518,0.07789999879929486,1,1,0,0,1,0,0
0.0674,120,117,0.14,0,1,0,0,0.6632999990486161,1.39353586087982,3,0.00999999823013542,0.062299999392196735,0,0,0,1,0,0,0
0.0653,60,59,0.29,1,0,1,1,0.6981666638614277,0.8400912710420041,1,0.01666666830203123,0.0382999989187754,0,0,1,0,1,0,0
0.0636,120,53,0.38,0,1,1,1,0.5203666668497171,0.779566402187892,67,0.22333333384180099,0.025799999550732703,0,0,1,0,1,0,0
0.0611,60,2,0.07,0,1,0,0,0.6856666667418755,1.1839338215122028,58,0.19333333364561878,0.04959999977509772,1,1,0,0,0,1,0
0.0689,120,97,0.05,0,1,0,0,0.6370999991654918,2.0844633805426303,23,0.07666666751746776,0.09150000048048992,0,0,0,1,1,0,0
0.0736,120,110,0.03,0,0,0,0,0.6049999980492485,1.7876392724500845,10,0.08333333500321127,0.07960000126699651,0,0,0,0,1,0,0
0.0679,180,108,0.31,0,1,0,0,0.4635999991384616,2.516007797331763,72,0.24000000139034416,0.07920000034065751,0,0,0,0,0,1,0
0.0675,120,97,0.13,0,1,0,0,0.6371000000799838,1.8998122307428817,23,0.07666666613667572,0.08170000013418148,0,0,0,0,0,1,0
0.0582,60,54,0.53,0,1,0,0,0.6272000011538418,2.273783194134957,6,0.01999999780623274,0.0829999990395288,0,0,0,1,0,0,0
0.0530999999999999,60,38,0.38,0,0,0,0,0.45599999984306916,3.4567350553190237,22,0.3666666671207489,0.08369999990666747,0,0,0,0,1,0,0
0.0679,120,98,0.21,0,1,1,2,0.6115999991384303,0.7055541965573036,22,0.0733333348695967,0.02930000063384561,0,0,1,0,1,0,0
0.0647,60,7,0.13,0,1,1,1,0.6092666666116212,1.4028570927234931,53,0.17666666694595867,0.055299999980662484,1,1,1,0,0,1,0
0.0579,60,42,0.24,0,1,0,0,0.7613999995477695,1.5538143464371859,18,0.060000003924845724,0.06849999865085883,0,0,0,1,0,1,0
0.0674,120,101,0.28,0,1,1,3,0.7586999984287658,1.2398218398637944,19,0.06333333393196072,0.06340000060427553,0,0,1,0,1,0,0
0.0579,60,23,0.11,0,1,0,0,0.6837999999855975,1.8362286134175998,37,0.12333333332325624,0.07269999998547064,0,1,0,1,0,0,1
0.0567999999999999,60,12,0.1,0,0,0,0,0.13000000098637463,7.881906819314103,48,0.7999999986804354,0.05820000039540756,1,0,0,0,0,1,0
0.0567,60,22,0.14,0,0,0,0,0.21266666695736908,8.500439282219954,38,0.6333333337510092,0.10249999709297593,0,0,0,1,0,0,0
0.0638,60,40,0.1,0,0,0,0,0.4799999994713637,1.9788401352263003,20,0.33333333380398533,0.06060000023442987,0,0,0,0,1,0,0
0.0492,60,1,0.29,0,0,1,1,0.030693333652422338,36.08991554089431,59,0.9833333332811184,0.028800000009173123,1,0,1,0,0,0,0
0.0549,60,49,0.15,0,1,1,2,0.6550666665292426,1.8518951044101708,11,0.036666666641376744,0.0665999999291479,0,0,1,0,0,0,1
0.0707,120,1,0.15,0,1,0,0,0.38613333491393087,3.42495524320307,119,0.39666666402791617,0.0934999998722191,1,1,0,1,0,1,0
0.0557,60,29,0.15,0,1,0,0,0.609733332934304,3.2359556569803947,31,0.10333333335581063,0.10990000055727572,0,0,0,0,1,0,0
0.0588,60,41,0.08,0,1,0,0,0.7868000010664729,1.0223967630933521,19,0.06333333292912124,0.04730000032838182,0,0,0,0,0,1,0
0.0751999999999999,180,1,0.09,0,1,0,0,0.2984666677005935,1.8890879139096621,179,0.5966666654285595,0.04239999905428775,1,1,0,0,0,1,0
0.0687,60,55,0.04,0,1,1,1,0.5900000032792949,1.4087288191014566,5,0.016666641047174413,0.05710000554200843,0,0,1,0,1,0,0
0.0571,60,42,0.34,0,1,1,1,0.5828000008511216,0.9525847436149111,18,0.05999999994173266,0.03170000083414248,0,0,1,0,1,0,0
0.0542,60,7,0.05,0,0,0,0,0.08866666829203482,21.391115306521026,53,0.8833333310581819,0.10279999775017429,1,0,0,1,1,0,0
0.072,120,99,0.35,0,1,1,2,0.6045000003166904,1.472750670687001,21,0.06999999951278402,0.06410000022456226,0,0,1,0,0,0,0
0.0809,120,23,0.32,0,1,0,0,0.4060000000993389,3.169393579847633,97,0.32333333292683897,0.10409999991299833,0,1,0,0,0,0,0
0.0729,120,84,0.06,0,1,0,0,0.6336000001230414,1.8056075179900413,36,0.11999999923548832,0.08340000013194573,0,0,0,0,1,0,0
0.0486,60,50,0.35,0,1,0,0,0.6766666658709837,3.442194221748419,10,0.033333335116376483,0.11319999904330817,0,0,0,0,0,0,0
0.0762999999999999,120,13,0.37,0,0,0,0,0.07474999993071484,17.05992456498262,107,0.8916666667731353,0.09730000017184928,0,0,0,0,0,0,0
0.074,60,11,0.14,0,1,1,1,0.5103666669702697,1.3768585408198064,49,0.16333333323588217,0.05200000012321377,1,1,1,0,1,0,0
0.0697,120,112,0.34,0,1,1,1,0.5839999963537768,1.2209861802943875,8,0.02666666350154223,0.0496999979613434,0,0,1,0,0,0,0
0.0617999999999999,60,8,0.28,0,1,0,0,0.496000000230809,2.684909694216741,52,0.1733333329486516,0.08229999991318432,1,1,0,0,0,0,0
0.0596999999999999,120,75,0.26,0,1,0,0,0.6459999936372894,1.4727925480133843,45,0.15000000310073613,0.05680001140574781,0,0,0,0,0,1,0
0.0707,120,63,0.32,0,1,0,0,0.5021999999134396,1.7011429835332317,57,0.19000000020052243,0.0604000002371478,0,0,0,1,0,1,0
0.0755,120,71,0.11,0,1,0,0,0.6442333332819389,1.7681060381589713,49,0.16333333361828384,0.08599999991521032,0,0,0,1,0,0,0
0.0603,120,70,0.05,0,0,0,0,0.3908333330665599,2.872630480558075,50,0.41666666666666663,0.06770000064672191,0,0,0,0,1,0,0
0.0525,60,21,0.28,0,1,0,0,0.5046000000200088,3.75969653322434,39,0.1300000012241196,0.09960000071386202,0,1,0,1,0,0,0
0.0708,60,53,0.02,0,1,1,1,0.6836666667962134,1.0288490973622122,7,0.023333337319382808,0.04980000017851807,0,0,1,0,0,0,0
0.0664,180,120,0.04,0,1,0,0,0.5119999998881959,2.6767225306721274,60,0.200000000485261,0.09100000051088275,0,0,0,1,0,0,0
0.0674,180,159,0.05,1,1,0,0,0.5301000000808505,1.8556489815951964,21,0.06999999967013282,0.0663000000047916,0,0,0,1,1,0,0
0.0542,60,2,0.13,1,1,0,0,0.5404666665209552,2.119939159969992,58,0.19333333379223572,0.06209999964507888,1,1,0,1,0,1,0
0.0717,120,101,0.06,1,1,0,0,0.7680666665083347,0.8189520408494496,19,0.06333333366798044,0.04510000008205764,0,0,0,0,0,1,0
0.0575,60,11,0.11,0,1,1,3,0.5521999997963714,2.7242807277601075,49,0.16333333429014663,0.08649999949557742,1,1,1,0,0,0,1
0.0515,60,31,0.28,0,1,1,2,0.6413666667597345,2.2312789735285454,29,0.09666666645278066,0.07369999982994889,0,0,1,0,1,0,0
0.0779,60,40,0.15,0,0,0,0,0.38666666628761626,2.0450622014231916,20,0.33333333421648903,0.06160000019608178,0,0,0,1,1,0,0
0.068,120,21,0.15,0,0,0,0,0.10500000006641695,7.268907547078762,99,0.8249999998893051,0.05189999991897132,0,0,0,0,1,0,0
0.0733,120,112,0.02,0,1,0,0,0.6423999999859772,1.4823334745115289,8,0.026666666515578252,0.06980000005959726,0,0,0,0,1,0,0
0.0694,60,7,0.01,0,1,0,0,0.6586666669017971,1.6297880128773943,53,0.1766666667508605,0.07450000045097288,1,1,0,1,0,1,0
0.0721,120,87,0.02,0,1,0,0,0.6051999998864444,2.1542379431072782,33,0.11000000052949166,0.0940000002908131,0,0,0,1,0,0,0
0.0662,120,43,0.09,0,1,0,0,0.43856666679513423,3.0723538980316256,77,0.25666666721966114,0.08919999894778963,0,0,0,1,1,0,0
0.0644,60,23,0.05,0,1,0,0,0.5698333366343507,2.5778486400718292,37,0.12333332643268635,0.09459999951903322,0,1,0,1,0,1,0
0.0553,60,41,0.14,0,1,0,0,0.7025000002483434,2.610156188759858,19,0.06333333329759294,0.10140000019583645,0,0,0,1,0,1,0
0.0559,60,36,0.35,0,0,1,1,0.431999998223643,1.7847677290686825,24,0.4000000018140901,0.043099998758509304,0,0,1,0,1,0,0
0.0519,60,57,0.06,0,0,0,0,0.6555000047190261,1.6196140883640961,3,0.04999999999999993,0.05510000050915808,0,0,0,0,0,1,0
0.0739,180,172,0.17,0,1,1,3,0.6910666663036326,2.2048244053062818,8,0.026666667288742008,0.11260000015027669,0,0,1,0,0,1,0
0.0684999999999999,120,112,0.3,0,1,0,0,0.7397333296955562,1.300527847291397,8,0.026666665677710366,0.06589999994644802,0,0,0,0,0,1,0
0.0591,60,12,0.15,0,1,0,0,0.6803999990670969,1.5716841974701559,48,0.1600000012501842,0.06319999905570468,1,1,0,0,1,0,0
0.0776,180,22,0.29,0,1,0,0,0.35026666922721716,2.6820509159962875,158,0.5266666654197465,0.07290000398500093,0,1,0,0,1,0,0
0.061,120,118,0.32,0,1,0,0,0.7549333335826335,1.5200560718299836,2,0.006666666338640104,0.07000000084988707,0,0,0,0,1,0,0
0.0722,120,55,0.09,0,1,0,0,0.5248333335709939,2.332886769674327,65,0.21666666643986532,0.08840000064040719,0,0,0,0,0,0,0
0.0569,60,28,0.13,0,1,0,0,0.6164000000279011,1.4683592795378013,32,0.10666666646881295,0.05149999995104515,0,0,0,0,0,1,0
0.0727,120,79,0.08,0,0,0,0,0.4740000008607882,2.3447611067062626,41,0.341666665934106,0.08079999893160997,0,0,0,1,1,0,0
0.0584,60,44,0.03,0,1,1,3,0.6342666662519707,3.455614160268253,16,0.0533333326017148,0.12369999976626173,0,0,1,0,0,0,0
0.0679,120,25,0.29,0,1,0,0,0.4441666661825271,2.9145609056625803,95,0.3166666676916623,0.0878999993779917,0,0,0,1,1,0,0
0.0584,60,22,0.11,0,0,0,0,0.2566666660836879,7.098381072578872,38,0.6333333339595189,0.10639999978223771,0,0,0,1,1,0,0
0.0684,60,34,0.04,0,0,0,0,0.41366666708626953,2.806169337079238,26,0.43333333191407786,0.07940000023932903,0,0,0,1,0,0,0
0.0643,120,50,0.35,0,1,0,0,0.5213333338172726,3.651362477468168,70,0.23333333133424516,0.12239999938664779,0,0,0,1,1,0,0
0.0576999999999999,60,34,0.39,0,1,0,0,0.6301999997637017,2.39807230736345,26,0.08666666668710599,0.08720000016669927,0,0,0,0,0,1,0
0.0727,120,65,0.06,0,1,0,0,0.6125000008561962,2.2569688160513053,55,0.18333333219173842,0.10050000030823063,0,0,0,1,0,1,0
0.0696,120,94,0.39,0,1,0,0,0.6575999972868141,2.141189156600522,26,0.08666666878030427,0.0980000004565457,0,0,0,1,0,0,0
0.0595,120,97,0.15,0,1,0,0,0.5447666641247291,2.375544826304297,23,0.07666667259762994,0.07699999901502078,0,0,0,1,1,0,0
0.0596999999999999,60,44,0.14,0,1,0,0,0.7573333319935989,2.4970804523361645,16,0.053333335008001526,0.11289999887566249,0,0,0,0,1,0,0
0.0819,120,57,0.25,0,1,1,2,0.5371999973968442,1.8910517500993005,63,0.2100000049441314,0.08319999830938957,0,0,1,0,0,1,0
0.0508,60,7,0.27,0,1,0,0,0.6339666666843744,3.021222455643847,53,0.17666666663187436,0.09729999993943869,1,1,0,1,1,0,0
0.0559999999999999,60,54,0.07,0,0,0,0,0.5130000014748305,2.0537454313259205,6,0.09999999924564962,0.058999998920750814,0,0,0,0,1,0,0
0.0735,60,28,0.02,0,0,0,0,0.4060000000011959,4.299453761346266,32,0.5333333334249737,0.12369999976626173,0,0,0,1,1,0,0
0.0521,60,26,0.27,0,0,1,3,0.355333333595307,4.591401272679081,34,0.5666666667534819,0.08499999963693872,0,0,1,0,0,1,0
0.0608999999999999,60,23,0.28,0,1,0,0,0.6750333323466734,1.892505145523407,37,0.1233333343943992,0.07779999694133266,0,1,0,0,1,0,0
0.059,60,28,0.12,0,0,0,0,0.2846666673432681,5.150240149051621,32,0.5333333321657726,0.08650000025563324,0,0,0,0,1,0,0
0.0583,60,54,0.1,0,1,0,0,0.59780000011442,2.372908784083331,6,0.020000000006604624,0.08270000000241733,0,0,0,1,1,0,0
0.0629,60,19,0.31,0,1,0,0,0.44893333326105744,2.659545573094189,41,0.13666666680565875,0.07509999965668952,0,1,0,0,0,1,0
0.0762999999999999,60,26,0.03,0,1,0,0,0.6029333340524743,1.4368374254811844,34,0.11333333054538897,0.06610000079102349,0,0,0,0,0,0,1
0.0652,120,43,0.38,0,0,1,3,0.19349999984041347,6.253864062049193,77,0.6416666671851414,0.0788999997145533,0,0,1,0,0,1,0
